cki_destination,cki_bag_pieces,cki_bag_weight,loadtable_destination,loadtable_bag_pieces,loadtable_bag_weight,combined,timestamp
DUB,149.0,2235.00 KG,DUB,147.0,2205.00 KG,2024-05_MN_1106.0_5.0,2024-05-05 00:31:47
DUB,190.0,2850.00 KG,DUB,186.0,2790.00 KG,2024-05_MN_1060.0_5.0,2024-05-05 00:33:35
DUB,168.0,2520.00 KG,DUB,166.0,2490.00 KG,2024-05_MN_1136.0_5.0,2024-05-05 00:58:59
DUB,127.0,1905.00 KG,DUB,126.0,1890.00 KG,2024-05_MN_1124.0_5.0,2024-05-05 01:37:29
AMS,142.0,1846.00 KG,AMS,139.0,1807.00 KG,2024-05_MN_1602.0_5.0,2024-05-05 04:55:21
AMS,142.0,1846.00 KG,AMS,138.0,1794.00 KG,2024-05_MN_1602.0_5.0,2024-05-05 04:50:41
NAP,121.0,1573.00 KG,NAP,118.0,1534.00 KG,2024-05_MN_1450.0_5.0,2024-05-05 04:53:58
NAP,121.0,1573.00 KG,NAP,120.0,1560.00 KG,2024-05_MN_1450.0_5.0,2024-05-05 05:01:28
FCO,171.0,2223.00 KG,FCO,169.0,2197.00 KG,2024-05_MN_1402.0_5.0,2024-05-05 05:03:45
LHR,87.0,1131.00 KG,LHR,88.0,1144.00 KG,2024-05_MN_1152.0_5.0,2024-05-05 05:05:58
BER,88.0,1144.00 KG,BER,85.0,1105.00 KG,2024-05_MN_1332.0_5.0,2024-05-05 05:19:22
PRG,94.0,1222.00 KG,PRG,92.0,1196.00 KG,2024-05_MN_1642.0_5.0,2024-05-05 05:20:14
MAN,85.0,1105.00 KG,MAN,86.0,1118.00 KG,2024-05_MN_1202.0_5.0,2024-05-05 05:20:30
CDG,131.0,1703.00 KG,CDG,128.0,1664.00 KG,2024-05_MN_1520.0_5.0,2024-05-05 05:20:59
LIN,143.0,1859.00 KG,LIN,142.0,1846.00 KG,2024-05_MN_1432.0_5.0,2024-05-05 05:34:31
BCN,161.0,2093.00 KG,BCN,166.0,2158.00 KG,2024-05_MN_1562.0_5.0,2024-05-05 05:32:17
FRA,106.0,1378.00 KG,FRA,104.0,1352.00 KG,2024-05_MN_1650.0_5.0,2024-05-05 05:35:31
LIS,124.0,1612.00 KG,LIS,121.0,1573.00 KG,2024-05_MN_1482.0_5.0,2024-05-05 05:48:19
LIS,124.0,1612.00 KG,LIS,122.0,1586.00 KG,2024-05_MN_1482.0_5.0,2024-05-05 05:49:56
LHR,88.0,1144.00 KG,LHR,85.0,1105.00 KG,2024-05_MN_1154.0_5.0,2024-05-05 05:58:23
MUC,102.0,1326.00 KG,MUC,99.0,1287.00 KG,2024-05_MN_1352.0_5.0,2024-05-05 05:59:58
VIE,106.0,1378.00 KG,VIE,105.0,1365.00 KG,2024-05_MN_1660.0_5.0,2024-05-05 06:03:22
ACE,170.0,2210.00 KG,ACE,163.0,2119.00 KG,2024-05_MN_1776.0_5.0,2024-05-05 06:04:10
FAO,252.0,3276.00 KG,FAO,251.0,3263.00 KG,2024-05_MN_1492.0_5.0,2024-05-05 06:07:12
AGP,278.0,3614.00 KG,AGP,280.0,3640.00 KG,2024-05_MN_1580.0_5.0,2024-05-05 06:08:49
AGP,278.0,3614.00 KG,AGP,281.0,3653.00 KG,2024-05_MN_1580.0_5.0,2024-05-05 06:12:06
DBV,145.0,1885.00 KG,DBV,134.0,1742.00 KG,2024-05_MN_1476.0_5.0,2024-05-05 06:13:24
DBV,145.0,1885.00 KG,DBV,140.0,1820.00 KG,2024-05_MN_1476.0_5.0,2024-05-05 06:17:25
TFS,161.0,2093.00 KG,TFS,157.0,2041.00 KG,2024-05_MN_1762.0_5.0,2024-05-05 06:21:12
FCO,171.0,2223.00 KG,FCO,169.0,2197.00 KG,2024-05_MN_1402.0_5.0,2024-05-05 06:42:27
LHR,103.0,1339.00 KG,LHR,102.0,1326.00 KG,2024-05_MN_1156.0_5.0,2024-05-05 07:44:16
BOS,177.0,2655.00 KG,BOS,175.0,2625.00 KG,2024-05_MN_1133.0_5.0,2024-05-05 10:19:26
LHR,114.0,1482.00 KG,LHR,117.0,1521.00 KG,2024-05_MN_1162.0_5.0,2024-05-05 10:19:40
FAO,149.0,1937.00 KG,FAO,142.0,1846.00 KG,2024-05_MN_1494.0_5.0,2024-05-05 10:27:24
AGP,154.0,2002.00 KG,AGP,146.0,1898.00 KG,2024-05_MN_1584.0_5.0,2024-05-05 10:31:22
BIO,126.0,1638.00 KG,BIO,128.0,1664.00 KG,2024-05_MN_1748.0_5.0,2024-05-05 10:43:30
BIO,126.0,1638.00 KG,BIO,129.0,1677.00 KG,2024-05_MN_1748.0_5.0,2024-05-05 10:46:09
LHR,81.0,1053.00 KG,LHR,79.0,1027.00 KG,2024-05_MN_1164.0_5.0,2024-05-05 10:49:25
LYS,92.0,1196.00 KG,LYS,84.0,1092.00 KG,2024-05_MN_1552.0_5.0,2024-05-05 11:25:51
SFO,208.0,3120.00 KG,SFO,202.0,3030.00 KG,2024-05_MN_1061.0_5.0,2024-05-05 11:18:29
SFO,208.0,3120.00 KG,SFO,206.0,3090.00 KG,2024-05_MN_1061.0_5.0,2024-05-05 11:23:23
SFO,208.0,3120.00 KG,SFO,209.0,3135.00 KG,2024-05_MN_1061.0_5.0,2024-05-05 11:25:52
LYS,92.0,1196.00 KG,LYS,85.0,1105.00 KG,2024-05_MN_1552.0_5.0,2024-05-05 11:30:15
IAD,164.0,2460.00 KG,IAD,170.0,2550.00 KG,2024-05_MN_1117.0_5.0,2024-05-05 11:35:10
NTE,87.0,1131.00 KG,NTE,89.0,1157.00 KG,2024-05_MN_1538.0_5.0,2024-05-05 11:56:54
LHR,88.0,1144.00 KG,LHR,83.0,1079.00 KG,2024-05_MN_1166.0_5.0,2024-05-05 12:05:25
LHR,88.0,1144.00 KG,LHR,85.0,1105.00 KG,2024-05_MN_1166.0_5.0,2024-05-05 12:07:47
YYZ,197.0,2955.00 KG,YYZ,200.0,3000.00 KG,2024-05_MN_1127.0_5.0,2024-05-05 12:06:42
SCQ,103.0,1339.00 KG,SCQ,101.0,1313.00 KG,2024-05_MN_1742.0_5.0,2024-05-05 12:08:14
AMS,133.0,1729.00 KG,AMS,125.0,1625.00 KG,2024-05_MN_1608.0_5.0,2024-05-05 12:24:45
MCO,202.0,3030.00 KG,MCO,206.0,3090.00 KG,2024-05_MN_1121.0_5.0,2024-05-05 12:34:40
BOD,86.0,1118.00 KG,BOD,84.0,1092.00 KG,2024-05_MN_1506.0_5.0,2024-05-05 12:50:38
BDL,95.0,1425.00 KG,BDL,87.0,1305.00 KG,2024-05_MN_1131.0_5.0,2024-05-05 12:42:30
LHR,79.0,1027.00 KG,LHR,80.0,1040.00 KG,2024-05_MN_1168.0_5.0,2024-05-05 13:04:09
ACE,159.0,2067.00 KG,ACE,158.0,2054.00 KG,2024-05_MN_1778.0_5.0,2024-05-05 13:13:52
PGF,116.0,1508.00 KG,PGF,115.0,1495.00 KG,2024-05_MN_1510.0_5.0,2024-05-05 13:22:02
LHR,80.0,1040.00 KG,LHR,81.0,1053.00 KG,2024-05_MN_1168.0_5.0,2024-05-05 13:20:50
SEA,217.0,3255.00 KG,SEA,213.0,3195.00 KG,2024-05_MN_1053.0_5.0,2024-05-05 14:05:26
LAX,158.0,2370.00 KG,LAX,156.0,2340.00 KG,2024-05_MN_1069.0_5.0,2024-05-05 14:10:32
ADB,158.0,2054.00 KG,ADB,153.0,1989.00 KG,2024-05_MN_1798.0_5.0,2024-05-05 14:11:30
LAX,158.0,2370.00 KG,LAX,156.0,2340.00 KG,2024-05_MN_1069.0_5.0,2024-05-05 14:10:41
ADB,158.0,2054.00 KG,ADB,157.0,2041.00 KG,2024-05_MN_1798.0_5.0,2024-05-05 14:16:48
CLE,155.0,2325.00 KG,CLE,153.0,2295.00 KG,2024-05_MN_1087.0_5.0,2024-05-05 14:24:49
FCO,100.0,1300.00 KG,FCO,101.0,1313.00 KG,2024-05_MN_1406.0_5.0,2024-05-05 14:36:03
ORD,156.0,2340.00 KG,ORD,147.0,2205.00 KG,2024-05_MN_1125.0_5.0,2024-05-05 15:08:09
PMI,156.0,2028.00 KG,PMI,153.0,1989.00 KG,2024-05_MN_1736.0_5.0,2024-05-05 15:02:02
IAD,139.0,2085.00 KG,IAD,138.0,2070.00 KG,2024-05_MN_1119.0_5.0,2024-05-05 15:13:34
MUC,125.0,1625.00 KG,MUC,122.0,1586.00 KG,2024-05_MN_1356.0_5.0,2024-05-05 15:15:12
ORD,156.0,2340.00 KG,ORD,151.0,2265.00 KG,2024-05_MN_1125.0_5.0,2024-05-05 15:18:07
PHL,111.0,1665.00 KG,PHL,109.0,1635.00 KG,2024-05_MN_1115.0_5.0,2024-05-05 15:19:51
FRA,94.0,1222.00 KG,FRA,91.0,1183.00 KG,2024-05_MN_1656.0_5.0,2024-05-05 15:23:26
JFK,170.0,2550.00 KG,JFK,173.0,2595.00 KG,2024-05_MN_1107.0_5.0,2024-05-05 15:25:39
BOS,231.0,3465.00 KG,BOS,230.0,3450.00 KG,2024-05_MN_1137.0_5.0,2024-05-05 15:26:46
ZRH,95.0,1235.00 KG,ZRH,94.0,1222.00 KG,2024-05_MN_1348.0_5.0,2024-05-05 15:40:40
DUS,126.0,1638.00 KG,DUS,124.0,1612.00 KG,2024-05_MN_1698.0_5.0,2024-05-05 16:05:20
FAO,134.0,1742.00 KG,FAO,131.0,1703.00 KG,2024-05_MN_1496.0_5.0,2024-05-05 16:10:41
BER,116.0,1508.00 KG,BER,115.0,1495.00 KG,2024-05_MN_1336.0_5.0,2024-05-05 16:25:07
BRU,108.0,1404.00 KG,BRU,106.0,1378.00 KG,2024-05_MN_1638.0_5.0,2024-05-05 16:47:22
AMS,93.0,1209.00 KG,AMS,91.0,1183.00 KG,2024-05_MN_1610.0_5.0,2024-05-05 16:52:00
CDG,86.0,1118.00 KG,CDG,84.0,1092.00 KG,2024-05_MN_1528.0_5.0,2024-05-05 17:05:16
MXP,109.0,1417.00 KG,MXP,108.0,1404.00 KG,2024-05_MN_1436.0_5.0,2024-05-05 17:13:59
LIS,112.0,1456.00 KG,LIS,104.0,1352.00 KG,2024-05_MN_1486.0_5.0,2024-05-05 17:16:42
LIS,112.0,1456.00 KG,LIS,105.0,1365.00 KG,2024-05_MN_1486.0_5.0,2024-05-05 17:20:20
LIS,112.0,1456.00 KG,LIS,105.0,1365.00 KG,2024-05_MN_1486.0_5.0,2024-05-05 17:20:32
BCN,78.0,1014.00 KG,,,,2024-05_MN_1564.0_5.0,2024-05-05 17:21:45
LIS,112.0,1456.00 KG,LIS,105.0,1365.00 KG,2024-05_MN_1486.0_5.0,2024-05-05 17:21:51
AGP,111.0,1443.00 KG,AGP,110.0,1430.00 KG,2024-05_MN_1588.0_5.0,2024-05-05 17:37:39
BHX,99.0,1287.00 KG,BHX,95.0,1235.00 KG,2024-05_MN_1276.0_5.0,2024-05-05 18:07:34
SPU,141.0,1833.00 KG,SPU,137.0,1781.00 KG,2024-05_MN_1470.0_5.0,2024-05-05 17:52:54
BHX,99.0,1287.00 KG,BHX,95.0,1235.00 KG,2024-05_MN_1276.0_5.0,2024-05-05 18:07:44
SPU,141.0,1833.00 KG,SPU,138.0,1794.00 KG,2024-05_MN_1470.0_5.0,2024-05-05 18:00:21
ALC,131.0,1703.00 KG,ALC,130.0,1690.00 KG,2024-05_MN_1574.0_5.0,2024-05-05 18:24:54
DUB,183.0,2745.00 KG,DUB,182.0,2730.00 KG,2024-05_MN_1104.0_5.0,2024-05-05 20:34:06
DUB,236.0,3540.00 KG,DUB,239.0,3585.00 KG,2024-05_MN_1122.0_5.0,2024-05-05 20:39:16
DUB,168.0,2520.00 KG,DUB,169.0,2535.00 KG,2024-05_MN_1116.0_5.0,2024-05-05 20:50:05
DUB,118.0,1770.00 KG,DUB,117.0,1755.00 KG,2024-05_MN_1100.0_5.0,2024-05-05 21:01:13
DUB,187.0,2805.00 KG,DUB,183.0,2745.00 KG,2024-05_MN_1132.0_5.0,2024-05-05 21:17:09
MAN,226.0,3390.00 KG,MAN,224.0,3360.00 KG,2024-05_MN_1030.0_5.0,2024-05-05 21:38:23
SNN,125.0,1875.00 KG,SNN,124.0,1860.00 KG,2024-05_MN_1134.0_5.0,2024-05-05 22:18:38
SNN,95.0,1425.00 KG,SNN,94.0,1410.00 KG,2024-05_MN_1110.0_5.0,2024-05-05 22:21:01
MAN,192.0,2880.00 KG,MAN,190.0,2850.00 KG,2024-05_MN_1044.0_5.0,2024-05-05 22:34:11
DUB,187.0,2805.00 KG,DUB,185.0,2775.00 KG,2024-05_MN_1120.0_6.0,2024-05-05 23:29:08
DUB,132.0,1980.00 KG,DUB,134.0,2010.00 KG,2024-05_MN_1086.0_6.0,2024-05-06 00:11:59
DUB,110.0,1650.00 KG,DUB,107.0,1605.00 KG,2024-05_MN_1114.0_6.0,2024-05-06 00:28:37
DUB,199.0,2985.00 KG,DUB,202.0,3030.00 KG,2024-05_MN_1060.0_6.0,2024-05-06 00:26:31
DUB,156.0,2340.00 KG,DUB,154.0,2310.00 KG,2024-05_MN_1136.0_6.0,2024-05-06 00:35:34
DUB,172.0,2580.00 KG,DUB,169.0,2535.00 KG,2024-05_MN_1106.0_6.0,2024-05-06 00:56:39
DUB,236.0,3540.00 KG,DUB,222.0,3330.00 KG,2024-05_MN_1124.0_6.0,2024-05-06 01:41:14
DUB,149.0,2235.00 KG,DUB,152.0,2280.00 KG,2024-05_MN_1068.0_6.0,2024-05-06 02:49:22
NAP,146.0,1898.00 KG,NAP,143.0,1859.00 KG,2024-05_MN_1450.0_6.0,2024-05-06 04:53:39
FCO,137.0,1781.00 KG,FCO,139.0,1807.00 KG,2024-05_MN_1402.0_6.0,2024-05-06 04:57:22
LHR,86.0,1118.00 KG,LHR,85.0,1105.00 KG,2024-05_MN_1152.0_6.0,2024-05-06 05:07:03
LHR,86.0,1118.00 KG,LHR,87.0,1131.00 KG,2024-05_MN_1152.0_6.0,2024-05-06 05:15:28
CDG,135.0,1755.00 KG,CDG,137.0,1781.00 KG,2024-05_MN_1520.0_6.0,2024-05-06 05:22:52
DUS,92.0,1196.00 KG,DUS,88.0,1144.00 KG,2024-05_MN_1692.0_6.0,2024-05-06 05:24:37
DUS,92.0,1196.00 KG,DUS,89.0,1157.00 KG,2024-05_MN_1692.0_6.0,2024-05-06 05:27:04
BRU,97.0,1261.00 KG,BRU,80.0,1040.00 KG,2024-05_MN_1630.0_6.0,2024-05-06 05:26:15
BCN,142.0,1846.00 KG,BCN,146.0,1898.00 KG,2024-05_MN_1562.0_6.0,2024-05-06 05:28:59
MUC,80.0,1040.00 KG,MUC,79.0,1027.00 KG,2024-05_MN_1352.0_6.0,2024-05-06 05:36:40
LIN,122.0,1586.00 KG,LIN,110.0,1430.00 KG,2024-05_MN_1432.0_6.0,2024-05-06 05:39:07
ZRH,83.0,1079.00 KG,ZRH,82.0,1066.00 KG,2024-05_MN_1342.0_6.0,2024-05-06 05:51:18
AGP,279.0,3627.00 KG,AGP,278.0,3614.00 KG,2024-05_MN_1580.0_6.0,2024-05-06 06:06:45
ACE,163.0,2119.00 KG,ACE,155.0,2015.00 KG,2024-05_MN_1776.0_6.0,2024-05-06 06:11:02
DBV,146.0,1898.00 KG,DBV,148.0,1924.00 KG,2024-05_MN_1476.0_6.0,2024-05-06 06:10:00
DBV,146.0,1898.00 KG,DBV,150.0,1950.00 KG,2024-05_MN_1476.0_6.0,2024-05-06 06:16:52
PRG,100.0,1300.00 KG,PRG,99.0,1287.00 KG,2024-05_MN_1642.0_6.0,2024-05-06 06:17:52
LIS,137.0,1781.00 KG,LIS,136.0,1768.00 KG,2024-05_MN_1482.0_6.0,2024-05-06 06:17:59
VCE,160.0,2080.00 KG,VCE,161.0,2093.00 KG,2024-05_MN_1422.0_6.0,2024-05-06 06:25:10
FAO,289.0,3757.00 KG,FAO,300.0,3900.00 KG,2024-05_MN_1492.0_6.0,2024-05-06 06:19:25
BUD,114.0,1482.00 KG,BUD,112.0,1456.00 KG,2024-05_MN_1672.0_6.0,2024-05-06 06:20:07
ACE,162.0,2106.00 KG,ACE,164.0,2132.00 KG,2024-05_MN_1776.0_6.0,2024-05-06 06:33:45
ACE,162.0,2106.00 KG,ACE,165.0,2145.00 KG,2024-05_MN_1776.0_6.0,2024-05-06 06:37:22
LHR,97.0,1261.00 KG,LHR,91.0,1183.00 KG,2024-05_MN_1156.0_6.0,2024-05-06 07:41:43
BUD,115.0,1495.00 KG,BUD,112.0,1456.00 KG,2024-05_MN_1672.0_6.0,2024-05-06 07:56:44
LHR,98.0,1274.00 KG,LHR,88.0,1144.00 KG,2024-05_MN_1158.0_6.0,2024-05-06 08:21:09
LHR,98.0,1274.00 KG,LHR,89.0,1157.00 KG,2024-05_MN_1158.0_6.0,2024-05-06 08:22:00
HAM,121.0,1573.00 KG,HAM,105.0,1365.00 KG,2024-05_MN_1392.0_6.0,2024-05-06 08:43:14
NCE,104.0,1352.00 KG,NCE,103.0,1339.00 KG,2024-05_MN_1544.0_6.0,2024-05-06 09:46:56
LHR,126.0,1638.00 KG,LHR,128.0,1664.00 KG,2024-05_MN_1162.0_6.0,2024-05-06 09:55:42
LHR,126.0,1638.00 KG,LHR,129.0,1677.00 KG,2024-05_MN_1162.0_6.0,2024-05-06 09:58:26
BOS,171.0,2565.00 KG,BOS,168.0,2520.00 KG,2024-05_MN_1133.0_6.0,2024-05-06 10:04:45
AGP,161.0,2093.00 KG,AGP,158.0,2054.00 KG,2024-05_MN_1584.0_6.0,2024-05-06 10:18:06
ORD,198.0,2970.00 KG,ORD,197.0,2955.00 KG,2024-05_MN_1123.0_6.0,2024-05-06 10:22:07
FAO,178.0,2314.00 KG,FAO,179.0,2327.00 KG,2024-05_MN_1494.0_6.0,2024-05-06 10:24:10
BOS,171.0,2565.00 KG,BOS,173.0,2595.00 KG,2024-05_MN_1133.0_6.0,2024-05-06 10:25:48
FAO,178.0,2314.00 KG,FAO,184.0,2392.00 KG,2024-05_MN_1494.0_6.0,2024-05-06 10:36:53
LHR,116.0,1508.00 KG,LHR,107.0,1391.00 KG,2024-05_MN_1164.0_6.0,2024-05-06 10:46:18
SFO,182.0,2730.00 KG,SFO,181.0,2715.00 KG,2024-05_MN_1061.0_6.0,2024-05-06 11:24:41
CDG,110.0,1430.00 KG,CDG,108.0,1404.00 KG,2024-05_MN_1526.0_6.0,2024-05-06 11:29:27
MAN,114.0,1482.00 KG,MAN,110.0,1430.00 KG,2024-05_MN_1208.0_6.0,2024-05-06 11:34:27
CDG,110.0,1430.00 KG,CDG,111.0,1443.00 KG,2024-05_MN_1526.0_6.0,2024-05-06 11:40:26
YYZ,207.0,3105.00 KG,YYZ,206.0,3090.00 KG,2024-05_MN_1127.0_6.0,2024-05-06 11:51:04
GVA,82.0,1066.00 KG,GVA,81.0,1053.00 KG,2024-05_MN_1684.0_6.0,2024-05-06 11:53:36
EWR,97.0,1455.00 KG,EWR,99.0,1485.00 KG,2024-05_MN_1101.0_6.0,2024-05-06 11:54:35
LHR,93.0,1209.00 KG,LHR,91.0,1183.00 KG,2024-05_MN_1166.0_6.0,2024-05-06 12:10:17
SCQ,156.0,2028.00 KG,SCQ,155.0,2015.00 KG,2024-05_MN_1742.0_6.0,2024-05-06 12:10:52
AMS,100.0,1300.00 KG,AMS,81.0,1053.00 KG,2024-05_MN_1608.0_6.0,2024-05-06 12:12:41
LHR,93.0,1209.00 KG,LHR,92.0,1196.00 KG,2024-05_MN_1166.0_6.0,2024-05-06 12:12:30
AMS,100.0,1300.00 KG,AMS,87.0,1131.00 KG,2024-05_MN_1608.0_6.0,2024-05-06 12:15:08
BDL,109.0,1635.00 KG,BDL,104.0,1560.00 KG,2024-05_MN_1131.0_6.0,2024-05-06 12:37:38
HER,169.0,2197.00 KG,HER,164.0,2132.00 KG,2024-05_MN_1448.0_6.0,2024-05-06 12:48:53
MSP,73.0,1095.00 KG,MSP,71.0,1065.00 KG,2024-05_MN_1089.0_6.0,2024-05-06 12:59:24
LHR,89.0,1157.00 KG,LHR,87.0,1131.00 KG,2024-05_MN_1168.0_6.0,2024-05-06 13:07:44
HER,169.0,2197.00 KG,HER,165.0,2145.00 KG,2024-05_MN_1448.0_6.0,2024-05-06 13:11:05
ACE,183.0,2379.00 KG,ACE,184.0,2392.00 KG,2024-05_MN_1778.0_6.0,2024-05-06 13:12:59
LPA,154.0,2002.00 KG,LPA,152.0,1976.00 KG,2024-05_MN_1782.0_6.0,2024-05-06 13:33:38
LPA,154.0,2002.00 KG,LPA,155.0,2015.00 KG,2024-05_MN_1782.0_6.0,2024-05-06 13:42:03
TFS,168.0,2184.00 KG,TFS,166.0,2158.00 KG,2024-05_MN_1764.0_6.0,2024-05-06 13:43:06
LAX,161.0,2415.00 KG,LAX,162.0,2430.00 KG,2024-05_MN_1069.0_6.0,2024-05-06 14:05:03
FCO,131.0,1703.00 KG,FCO,126.0,1638.00 KG,2024-05_MN_1406.0_6.0,2024-05-06 14:16:38
CLE,107.0,1605.00 KG,CLE,108.0,1620.00 KG,2024-05_MN_1087.0_6.0,2024-05-06 14:26:12
FCO,131.0,1703.00 KG,FCO,127.0,1651.00 KG,2024-05_MN_1406.0_6.0,2024-05-06 14:31:40
FCO,131.0,1703.00 KG,FCO,127.0,1651.00 KG,2024-05_MN_1406.0_6.0,2024-05-06 14:31:35
LHR,99.0,1287.00 KG,LHR,101.0,1313.00 KG,2024-05_MN_1174.0_6.0,2024-05-06 14:32:01
PHL,75.0,1125.00 KG,PHL,85.0,1275.00 KG,2024-05_MN_1115.0_6.0,2024-05-06 14:45:13
LHR,99.0,1287.00 KG,LHR,102.0,1326.00 KG,2024-05_MN_1174.0_6.0,2024-05-06 14:44:04
MUC,122.0,1586.00 KG,MUC,113.0,1469.00 KG,2024-05_MN_1356.0_6.0,2024-05-06 14:55:40
AGP,149.0,1937.00 KG,AGP,147.0,1911.00 KG,2024-05_MN_1586.0_6.0,2024-05-06 15:02:27
IAD,137.0,2055.00 KG,IAD,136.0,2040.00 KG,2024-05_MN_1119.0_6.0,2024-05-06 15:03:14
PMI,166.0,2158.00 KG,PMI,162.0,2106.00 KG,2024-05_MN_1736.0_6.0,2024-05-06 15:07:48
BOS,135.0,2025.00 KG,BOS,129.0,1935.00 KG,2024-05_MN_1137.0_6.0,2024-05-06 15:18:03
ORD,131.0,1965.00 KG,ORD,154.0,2310.00 KG,2024-05_MN_1125.0_6.0,2024-05-06 15:25:11
JFK,133.0,1995.00 KG,JFK,132.0,1980.00 KG,2024-05_MN_1107.0_6.0,2024-05-06 15:20:40
PMI,166.0,2158.00 KG,PMI,162.0,2106.00 KG,2024-05_MN_1736.0_6.0,2024-05-06 15:59:30
BRU,102.0,1326.00 KG,BRU,91.0,1183.00 KG,2024-05_MN_1638.0_6.0,2024-05-06 16:21:16
BER,80.0,1040.00 KG,,,,2024-05_MN_1336.0_6.0,2024-05-06 16:35:33
LHR,102.0,1326.00 KG,LHR,99.0,1287.00 KG,2024-05_MN_1176.0_6.0,2024-05-06 16:36:39
LHR,90.0,1170.00 KG,LHR,84.0,1092.00 KG,2024-05_MN_1178.0_6.0,2024-05-06 16:45:33
MXP,86.0,1118.00 KG,MXP,87.0,1131.00 KG,2024-05_MN_1436.0_6.0,2024-05-06 16:40:45
AMS,95.0,1235.00 KG,AMS,93.0,1209.00 KG,2024-05_MN_1610.0_6.0,2024-05-06 17:02:58
CDG,113.0,1469.00 KG,CDG,110.0,1430.00 KG,2024-05_MN_1528.0_6.0,2024-05-06 17:38:07
BCN,100.0,1300.00 KG,BCN,93.0,1209.00 KG,2024-05_MN_1564.0_6.0,2024-05-06 17:27:05
CDG,113.0,1469.00 KG,CDG,108.0,1404.00 KG,2024-05_MN_1528.0_6.0,2024-05-06 17:34:12
LHR,96.0,1248.00 KG,LHR,81.0,1053.00 KG,2024-05_MN_1182.0_6.0,2024-05-06 17:35:43
ALC,156.0,2028.00 KG,ALC,148.0,1924.00 KG,2024-05_MN_1574.0_6.0,2024-05-06 17:46:32
FAO,147.0,1911.00 KG,FAO,145.0,1885.00 KG,2024-05_MN_1498.0_6.0,2024-05-06 17:56:17
BHX,94.0,1222.00 KG,BHX,88.0,1144.00 KG,2024-05_MN_1276.0_6.0,2024-05-06 17:59:49
FAO,147.0,1911.00 KG,FAO,146.0,1898.00 KG,2024-05_MN_1498.0_6.0,2024-05-06 17:59:56
ALC,156.0,2028.00 KG,ALC,152.0,1976.00 KG,2024-05_MN_1574.0_6.0,2024-05-06 18:16:50
LHR,92.0,1196.00 KG,LHR,87.0,1131.00 KG,2024-05_MN_1184.0_6.0,2024-05-06 18:39:18
DUB,190.0,2850.00 KG,DUB,186.0,2790.00 KG,2024-05_MN_1104.0_6.0,2024-05-06 20:23:16
DUB,168.0,2520.00 KG,DUB,174.0,2610.00 KG,2024-05_MN_1122.0_6.0,2024-05-06 20:34:02
DUB,175.0,2625.00 KG,DUB,178.0,2670.00 KG,2024-05_MN_1132.0_6.0,2024-05-06 20:57:00
DUB,103.0,1545.00 KG,DUB,106.0,1590.00 KG,2024-05_MN_1100.0_6.0,2024-05-06 21:09:16
DUB,118.0,1770.00 KG,DUB,119.0,1785.00 KG,2024-05_MN_1130.0_6.0,2024-05-06 21:26:45
MAN,188.0,2820.00 KG,MAN,196.0,2940.00 KG,2024-05_MN_1034.0_6.0,2024-05-06 21:33:12
SNN,117.0,1755.00 KG,SNN,120.0,1800.00 KG,2024-05_MN_1134.0_6.0,2024-05-06 22:08:14
SNN,179.0,2685.00 KG,SNN,178.0,2670.00 KG,2024-05_MN_1110.0_6.0,2024-05-06 22:36:20
MAN,202.0,3030.00 KG,MAN,194.0,2910.00 KG,2024-05_MN_1044.0_6.0,2024-05-06 22:30:22
MAN,202.0,3030.00 KG,MAN,199.0,2985.00 KG,2024-05_MN_1044.0_6.0,2024-05-06 22:34:45
MAN,202.0,3030.00 KG,MAN,200.0,3000.00 KG,2024-05_MN_1044.0_6.0,2024-05-06 22:42:41
DUB,119.0,1785.00 KG,DUB,115.0,1725.00 KG,2024-05_MN_1088.0_6.0,2024-05-06 23:58:38
DUB,119.0,1785.00 KG,DUB,116.0,1740.00 KG,2024-05_MN_1088.0_6.0,2024-05-07 00:00:21
DUB,130.0,1950.00 KG,DUB,132.0,1980.00 KG,2024-05_MN_1086.0_7.0,2024-05-07 00:13:16
DUB,102.0,1530.00 KG,DUB,100.0,1500.00 KG,2024-05_MN_1114.0_7.0,2024-05-07 00:14:02
DUB,204.0,301060.00 KG,DUB,198.0,2970.00 KG,2024-05_MN_1060.0_7.0,2024-05-07 00:23:26
DUB,99.0,1485.00 KG,DUB,100.0,1500.00 KG,2024-05_MN_1114.0_7.0,2024-05-07 00:27:18
DUB,230.0,3450.00 KG,DUB,229.0,3435.00 KG,2024-05_MN_1106.0_7.0,2024-05-07 00:46:53
DUB,175.0,2625.00 KG,DUB,173.0,2595.00 KG,2024-05_MN_1136.0_7.0,2024-05-07 00:56:10
DUB,195.0,2925.00 KG,DUB,196.0,2940.00 KG,2024-05_MN_1052.0_7.0,2024-05-07 01:35:19
DUB,169.0,2535.00 KG,DUB,171.0,2565.00 KG,2024-05_MN_1124.0_7.0,2024-05-07 01:40:00
DUB,173.0,2595.00 KG,DUB,174.0,2610.00 KG,2024-05_MN_1068.0_7.0,2024-05-07 03:00:00
ATH,129.0,1677.00 KG,ATH,128.0,1664.00 KG,2024-05_MN_1440.0_7.0,2024-05-07 04:38:36
NAP,134.0,1742.00 KG,NAP,104.0,1352.00 KG,2024-05_MN_1450.0_7.0,2024-05-07 04:45:35
FCO,139.0,1807.00 KG,FCO,118.0,1534.00 KG,2024-05_MN_1402.0_7.0,2024-05-07 04:57:03
