cargo_estimate,mail_estimate,timestamp_estimate,combined,cargo_total,mail_total,departure_airport,timestamp_total
65.0,0.0,2024-05-06 16:16:00,2024-05_MN_1130.0_6.0,0.0,0.0,BDL,2024-05-06 21:26:33
65.0,0.0,2024-05-06 16:10:18,2024-05_MN_1100.0_6.0,0.0,0.0,EWR,2024-05-06 21:06:37
65.0,0.0,2024-05-06 16:08:47,2024-05_MN_1116.0_6.0,0.0,0.0,IAD,2024-05-06 21:07:00
400.0,0.0,2024-05-06 16:05:29,2024-05_MN_1122.0_6.0,425.0,0.0,ORD,2024-05-06 20:33:48
2701.0,0.0,2024-05-06 00:19:58,2024-05_MN_1068.0_6.0,2626.0,0.0,LAX,2024-05-06 02:49:00
2111.0,0.0,2024-05-05 22:07:46,2024-05_MN_1052.0_6.0,2036.0,0.0,SEA,2024-05-06 02:39:31
75.0,0.0,2024-05-05 21:28:46,2024-05_MN_1124.0_6.0,0.0,0.0,ORD,2024-05-06 01:40:57
75.0,0.0,2024-05-05 21:05:25,2024-05_MN_1136.0_6.0,0.0,0.0,BOS,2024-05-06 00:34:19
75.0,0.0,2024-05-05 21:04:16,2024-05_MN_1060.0_6.0,81.0,0.0,SFO,2024-05-06 00:26:25
500.0,0.0,2024-05-05 21:03:40,2024-05_MN_1106.0_6.0,0.0,0.0,JFK,2024-05-06 00:56:30
65.0,0.0,2024-05-05 19:52:36,2024-05_MN_1114.0_6.0,0.0,0.0,PHL,2024-05-06 00:28:31
65.0,0.0,2024-05-05 19:51:51,2024-05_MN_1118.0_6.0,0.0,0.0,IAD,2024-05-06 00:24:19
65.0,0.0,2024-05-05 19:51:23,2024-05_MN_1086.0_6.0,0.0,0.0,CLE,2024-05-06 00:11:50
1544.0,0.0,2024-05-05 19:50:32,2024-05_MN_1120.0_6.0,1469.0,0.0,MCO,2024-05-05 23:25:30
7251.0,0.0,2024-05-05 18:34:57,2024-05_MN_1122.0_5.0,7176.0,0.0,ORD,2024-05-05 20:39:03
1800.0,0.0,2024-05-05 18:03:13,2024-05_MN_1044.0_5.0,2195.0,0.0,JFK,2024-05-05 22:28:36
153.0,0.0,2024-05-05 18:02:48,2024-05_MN_1134.0_5.0,0.0,0.0,BOS,2024-05-05 22:18:22
241.0,0.0,2024-05-05 18:02:23,2024-05_MN_1110.0_5.0,0.0,0.0,JFK,2024-05-05 22:20:47
75.0,0.0,2024-05-05 18:01:58,2024-05_MN_1030.0_5.0,0.0,0.0,BGI,2024-05-05 21:37:20
65.0,0.0,2024-05-05 18:01:30,2024-05_MN_1130.0_5.0,0.0,0.0,BDL,2024-05-05 21:32:30
2079.0,0.0,2024-05-05 18:01:01,2024-05_MN_1132.0_5.0,2004.0,0.0,BOS,2024-05-05 21:16:53
75.0,0.0,2024-05-05 18:00:28,2024-05_MN_1126.0_5.0,4416.0,0.0,YYZ,2024-05-05 21:04:31
65.0,0.0,2024-05-05 17:18:47,2024-05_MN_1100.0_5.0,0.0,0.0,EWR,2024-05-05 21:01:02
65.0,0.0,2024-05-05 17:18:20,2024-05_MN_1116.0_5.0,0.0,0.0,IAD,2024-05-05 20:50:03
500.0,0.0,2024-05-05 17:16:55,2024-05_MN_1104.0_5.0,1.0,0.0,JFK,2024-05-05 20:07:58
5400.0,0.0,2024-05-04 20:53:04,2024-05_MN_1068.0_5.0,4922.0,0.0,LAX,2024-05-05 02:59:22
6950.0,0.0,2024-05-04 20:52:34,2024-05_MN_1124.0_5.0,7865.0,0.0,ORD,2024-05-05 01:36:57
75.0,0.0,2024-05-04 20:52:05,2024-05_MN_1136.0_5.0,0.0,0.0,BOS,2024-05-05 00:58:23
1000.0,0.0,2024-05-04 20:51:37,2024-05_MN_1106.0_5.0,470.0,0.0,JFK,2024-05-05 00:30:36
1300.0,0.0,2024-05-04 20:51:12,2024-05_MN_1060.0_5.0,1054.0,0.0,SFO,2024-05-05 00:33:20
65.0,0.0,2024-05-04 20:50:43,2024-05_MN_1114.0_5.0,0.0,0.0,PHL,2024-05-04 23:59:18
65.0,0.0,2024-05-04 20:50:15,2024-05_MN_1118.0_5.0,0.0,0.0,IAD,2024-05-05 00:09:03
3437.0,0.0,2024-05-04 20:28:02,2024-05_MN_1120.0_5.0,3362.0,0.0,MCO,2024-05-04 23:41:50
75.0,0.0,2024-05-04 20:21:48,2024-05_MN_1088.0_4.0,0.0,0.0,MSP,2024-05-04 23:49:09
8753.0,0.0,2024-05-04 18:34:26,2024-05_MN_1126.0_4.0,6610.0,0.0,YYZ,2024-05-04 20:55:08
1000.0,0.0,2024-05-04 18:14:22,2024-05_MN_1044.0_4.0,660.0,0.0,JFK,2024-05-04 22:31:04
65.0,0.0,2024-05-04 18:13:54,2024-05_MN_1134.0_4.0,0.0,0.0,BOS,2024-05-04 22:03:31
241.0,0.0,2024-05-04 18:13:21,2024-05_MN_1110.0_4.0,0.0,0.0,JFK,2024-05-04 21:49:48
65.0,0.0,2024-05-04 18:12:44,2024-05_MN_1130.0_4.0,0.0,0.0,BDL,2024-05-04 21:25:47
5939.0,0.0,2024-05-04 18:12:00,2024-05_MN_1034.0_4.0,5864.0,0.0,MCO,2024-05-04 21:04:07
75.0,0.0,2024-05-04 18:11:27,2024-05_MN_1132.0_4.0,896.0,0.0,BOS,2024-05-04 21:04:55
65.0,0.0,2024-05-04 17:27:00,2024-05_MN_1100.0_4.0,0.0,0.0,EWR,2024-05-04 20:45:44
65.0,0.0,2024-05-04 17:26:20,2024-05_MN_1116.0_4.0,0.0,0.0,IAD,2024-05-04 20:35:06
5500.0,0.0,2024-05-04 16:53:37,2024-05_MN_1104.0_4.0,3795.0,0.0,JFK,2024-05-04 20:14:18
11000.0,0.0,2024-05-04 16:25:46,2024-05_MN_1122.0_4.0,7735.0,0.0,ORD,2024-05-04 20:30:45
3859.0,0.0,2024-05-03 22:43:24,2024-05_MN_1052.0_4.0,3464.0,0.0,SEA,2024-05-04 01:27:00
75.0,0.0,2024-05-03 22:24:01,2024-05_MN_1136.0_4.0,0.0,0.0,BOS,2024-05-04 00:50:07
8743.0,0.0,2024-05-03 22:04:54,2024-05_MN_1106.0_4.0,8020.0,0.0,JFK,2024-05-04 00:41:19
7000.0,0.0,2024-05-03 20:28:06,2024-05_MN_1068.0_4.0,5750.0,0.0,LAX,2024-05-04 02:54:05
8450.0,0.0,2024-05-03 20:27:20,2024-05_MN_1124.0_4.0,5830.0,0.0,ORD,2024-05-04 01:48:00
65.0,0.0,2024-05-03 20:26:50,2024-05_MN_1114.0_4.0,0.0,0.0,PHL,2024-05-04 00:45:17
65.0,0.0,2024-05-03 20:26:30,2024-05_MN_1118.0_4.0,0.0,0.0,IAD,2024-05-04 00:11:21
65.0,0.0,2024-05-03 20:26:11,2024-05_MN_1086.0_4.0,0.0,0.0,CLE,2024-05-04 00:22:47
75.0,0.0,2024-05-03 20:25:35,2024-05_MN_1088.0_3.0,0.0,0.0,MSP,2024-05-03 23:31:04
10600.0,0.0,2024-05-03 18:43:36,2024-05_MN_1060.0_4.0,370.0,0.0,SFO,2024-05-04 00:34:16
153.0,0.0,2024-05-03 18:42:46,2024-05_MN_1134.0_3.0,0.0,0.0,BOS,2024-05-03 21:53:23
65.0,0.0,2024-05-03 18:42:29,2024-05_MN_1110.0_3.0,0.0,0.0,JFK,2024-05-03 21:45:30
75.0,0.0,2024-05-03 18:42:12,2024-05_MN_1030.0_3.0,0.0,0.0,BGI,2024-05-03 21:51:24
65.0,0.0,2024-05-03 18:29:10,2024-05_MN_1130.0_3.0,0.0,0.0,BDL,2024-05-03 21:22:11
706.0,0.0,2024-05-03 18:28:48,2024-05_MN_1132.0_3.0,631.0,0.0,BOS,2024-05-03 21:04:17
100.0,0.0,2024-05-03 17:05:19,2024-05_MN_1044.0_3.0,0.0,0.0,JFK,2024-05-03 22:36:12
7500.0,0.0,2024-05-03 17:04:38,2024-05_MN_1104.0_3.0,6690.0,0.0,JFK,2024-05-03 20:16:07
607.0,0.0,2024-05-03 17:02:13,2024-05_MN_1126.0_3.0,532.0,0.0,YYZ,2024-05-03 20:54:57
65.0,0.0,2024-05-03 16:55:07,2024-05_MN_1100.0_3.0,0.0,0.0,EWR,2024-05-03 20:53:47
65.0,0.0,2024-05-03 16:54:49,2024-05_MN_1116.0_3.0,0.0,0.0,IAD,2024-05-03 21:24:46
7500.0,0.0,2024-05-03 16:54:13,2024-05_MN_1122.0_3.0,7315.0,0.0,ORD,2024-05-03 20:39:09
